,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
1,0.1922784031210686,0.32659420460285304,0.2492944332527435,0.2619656690773223,0.3651360259653863,0.2990970000020993
2,0.29037865868224,0.5310984730488001,0.4463309812361814,0.4730726058999704,0.6380515000639183,0.5973840000037623
3,0.5233664300489892,0.6225551717258114,0.5771945693611066,0.6443275019691475,0.6990771286591222,0.6615329999885433
5,0.6654008844883665,0.7322258701247504,0.6753691269369283,0.7644065286575542,0.779653932446925,0.7611340000025503
10,0.7364934520949601,0.8657982626704215,0.7491744492587158,0.8200609135723893,0.8023170884873956,0.8013350000039514
20,0.7442016701313741,,0.7420267186460777,0.8113996266019772,0.808939981923683,0.8069769999988025
30,0.7417629976927017,,0.7420660279957318,0.7991128061058207,0.8184985201195424,0.8033333333333335
40,0.7417525483719075,,0.7420660279957322,0.7956925854941155,0.819290063769496,0.8076200000008728
50,0.7420555786749379,,0.7420660279957322,0.7870839259174994,0.8112279447893153,0.8045669999964268
N. Clases - 1,0.7413114817572074,0.8584014459133652,0.7463592204816287,0.8316932027576224,0.8067446149838876,0.8023259999971588
Dim. máxima,0.7420555786749379,,0.7420555786749379,0.7746794845641725,0.8075210262381788,0.8051510000040678
