,PCA,LDA,ANMM,DMLMJ,NCA,LMNN
1,0.8480596830244795,0.9323704982402856,0.8922696900526272,0.7676626032501414,0.9473440000000001,0.945891259179963
2,0.8531461777206732,,0.8910654697253413,0.91425043120864,0.9485488545049412,0.945888
3,0.8567623703925433,,0.907974306602837,0.9183584716097081,0.947826550614149,0.945895
5,0.8843027639208975,,0.9178765410802772,0.9294742643944908,0.94758558394014,0.942032952669012
10,0.8729477449398253,,0.9188415549413854,0.9256048568770644,0.9475850019018418,0.943479309384078
20,0.8625658939932096,,0.9050740013075428,0.9253679870198416,0.9458941778272156,0.9417896493860484
30,0.8451646358039803,,0.8763276413370082,0.8975948176324626,0.9471001611809204,0.940822878135696
40,0.8541024412771978,,0.8666681168298841,0.8763264716232373,0.945893010932032,0.940583
50,0.8577233099855647,,0.8594217146510033,0.8678758491170706,0.945651,0.9401
N. Clases - 1,0.8480596830244795,0.9323704982402856,0.8922696900526272,0.7676626032501414,0.9473440000000001,0.945891259179963
Dim. máxima,0.8574881777874739,,0.8574881777874739,0.8615938815795869,0.945651,0.9401010000000001
